Molecule List Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Molecule List
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Propylamine,0.13,3304854,0,412036,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Propylamine,0.14,6192047,0,818442,2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Propylamine,0.14,2884193,0,388049,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Propylamine,0.14,3772094,0,524759,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Propylamine,0.1,4282349,0,897805,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Propylamine,0.14,3468108,0,402039,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Propylamine,0.14,3331815,0,484398,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Propylamine,0.13,4715301,0,769213,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Propylamine,0.14,5379043,0,682674,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Propylamine,0.14,8263020,0,719697,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Propylamine,0.14,5747059,0,758560,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Propylamine,0.14,5227633,0,525413,3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Propylamine,0.14,7952183,0,672534,2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Propylamine,0.1,8198121,0,805958,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,Urea,6.41,79396216,17905654,5505138,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,Urea,6.43,171348288,33585912,12657726,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,Urea,5.89,2482973,7161725,130896,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,Urea,6.01,11756651,16712994,374033,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,Urea,6.45,104401472,0,8639650,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,Urea,6.46,101208176,0,8107956,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,Urea,6.54,35508928,0,1521739,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,Urea,6.49,28782438,0,1586420,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,Urea,6.51,43969708,0,1531358,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,Urea,6.47,27328632,0,1485536,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,Urea,6.53,32502782,0,1690827,2.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,Urea,6.54,31982442,0,1355781,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,Urea,6.52,17576728,0,1872690,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,Urea,6.48,26700984,0,1538896,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Urea,6.57,26395152,0,1151734,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Urea,6.45,23057680,0,1341660,2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Urea,6.45,42122028,0,2262041,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Urea,6.42,43595780,0,2099492,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Urea,6.42,43265648,50811752,3104927,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Urea,6.5,39762628,0,2323864,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Urea,6.48,35171656,0,2347622,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Urea,6.44,45403416,32596836,3317862,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Urea,6.56,34890664,0,1398395,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Urea,6.57,26293072,0,1492779,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Urea,6.37,64826664,27485420,4351694,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Urea,6.58,52624020,0,1077896,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Urea,6.54,27212254,0,1215176,2.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Urea,6.39,49596288,39150276,3723522,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,Ethanolamine,14.68,214649136,112935392,6838106,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,Ethanolamine,14.84,247277280,214596016,7341448,2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,Ethanolamine,#N/A,#N/A,#N/A,#N/A,#N/A,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,Ethanolamine,15.49,68297952,169254976,942233,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,Ethanolamine,14.83,234493872,76419176,6738501,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,Ethanolamine,14.91,373622496,125270672,6861495,2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,Ethanolamine,15.31,77781816,38995476,1651707,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,Ethanolamine,14.92,98606624,37918212,1821463,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,Ethanolamine,16.1,595880192,145592608,2075365,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,Ethanolamine,15.33,395483392,235895440,2058385,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,Ethanolamine,15.34,13976064,51078548,746456,2.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,Ethanolamine,15.54,167262800,67440520,1681639,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,Ethanolamine,15.66,173286992,59435048,1773799,2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,Ethanolamine,15.92,135686624,58650412,1744655,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Ethanolamine,15.74,629064640,151166256,2254211,2.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Ethanolamine,15.83,220180768,96665576,1840972,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Ethanolamine,15.78,395147616,182349264,2086669,2.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Ethanolamine,15.43,142051632,59119952,1723994,2.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Ethanolamine,15.35,165087296,64347832,1900143,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Ethanolamine,15.62,190357248,78039416,1915917,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Ethanolamine,15.6,2006644,32863318,233056,2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Ethanolamine,15.75,339024384,205392224,1768093,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Ethanolamine,15.6,319286080,195993536,1689522,2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Ethanolamine,15.68,159130000,56050612,1774662,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Ethanolamine,15.58,386454240,205150816,1876246,1.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Ethanolamine,16.02,146195168,52756556,1919020,2.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Ethanolamine,15.53,380207424,170530336,1861462,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Ethanolamine,16.09,378232000,202202048,1870508,2.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,Glycine,12.21,11773031,0,933972,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,Glycine,12.12,17072748,0,1124786,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,Glycine,12.58,2702421,672917,301754,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,Glycine,12.38,5813866,0,574345,1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,Glycine,12.14,13712783,0,1096964,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,Glycine,12.05,20872444,163899,1718493,1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,Glycine,12.38,8242651,0,551195,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,Glycine,12.32,8955043,0,629865,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,Glycine,12.09,2664581,0,253436,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,Glycine,12.08,3212048,542558,304688,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,Glycine,12.12,2640185,0,347176,1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,Glycine,12.04,3635209,0,372439,1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,Glycine,12.11,3033369,2159891,330509,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,Glycine,12.14,1604521,0,168516,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Glycine,12.07,2270255,0,201164,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Glycine,12.11,3405193,0,307991,1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Glycine,12.14,2544352,0,220945,0.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Glycine,12.2,1214490,0,263947,1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Glycine,11.97,538988,0,63289,1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Glycine,12.15,2855727,0,258223,0.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Glycine,12.15,1242235,0,190291,0.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Glycine,12.15,823170,0,88579,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Glycine,12.1,5436667,0,462139,1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Glycine,12.14,2543910,0,325663,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Glycine,12.15,442841,0,54924,1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Glycine,12.06,4878700,0,446210,1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Glycine,12.14,6697729,0,619393,1.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Glycine,12.08,1410303,0,79051,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,Trimethylamine N-oxide,6.56,423834,0,78510,1.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,Trimethylamine N-oxide,7.19,1029705,0,198590,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,Trimethylamine N-oxide,7.38,2259057664,23794054,134169072,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,Trimethylamine N-oxide,7.36,2739033088,31391008,155941888,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,Trimethylamine N-oxide,6.74,677226,0,95842,0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,Trimethylamine N-oxide,6.6,197042,0,109783,1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,Trimethylamine N-oxide,7.39,2553695232,16667030,145190896,0.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,Trimethylamine N-oxide,7.36,2692664576,21679710,148429728,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,Trimethylamine N-oxide,6.63,718113,0,129822,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,Trimethylamine N-oxide,6.64,501920,0,143473,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,Trimethylamine N-oxide,7.12,1441834,0,167469,1.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,Trimethylamine N-oxide,6.6,234049,0,128652,1.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,Trimethylamine N-oxide,7.27,2354877,0,237162,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,Trimethylamine N-oxide,6.72,673269,0,99475,0.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,Trimethylamine N-oxide,6.62,301418,71126,95252,1.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,Trimethylamine N-oxide,6.63,1080899,0,182456,1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,Trimethylamine N-oxide,6.55,581770,0,120226,1.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,Trimethylamine N-oxide,6.58,436013,0,98372,1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,Trimethylamine N-oxide,6.51,333225,287368,44507,1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,Trimethylamine N-oxide,6.56,618745,0,87367,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,Trimethylamine N-oxide,6.74,891722,0,106465,0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,Trimethylamine N-oxide,6.45,942359,0,92848,1.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,Trimethylamine N-oxide,7,1011124,0,155141,0.9,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,Trimethylamine N-oxide,6.98,797099,68043,118554,1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,Trimethylamine N-oxide,6.52,570417,82498,66465,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,Trimethylamine N-oxide,7.35,897901,0,182201,1.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,Trimethylamine N-oxide,7.12,1004466,0,251520,1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,Trimethylamine N-oxide,6.55,220902,647846,43259,1.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,beta-Alanine,11.33,102948824,2321882,6927654,0.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,beta-Alanine,11.21,176264624,5793709,7526094,-0.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,beta-Alanine,11.99,188102704,5219974,15243225,0.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_2,beta-Alanine,11.94,283424352,7414987,22096532,-0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_1,beta-Alanine,11.27,855681664,10150233,75645840,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InSynMatrix_2,beta-Alanine,11.24,993591488,16303166,92728120,-0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_1,beta-Alanine,11.92,361191200,16729548,33241284,-0.7,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InSynMatrix_2,beta-Alanine,11.89,409472352,21807386,34847420,-0.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_1,beta-Alanine,11.92,19347610,5983039,1836332,-0.8,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_H2OinSynMatrix_2,beta-Alanine,11.91,27972580,11162458,2045995,-0.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full1,beta-Alanine,11.95,36497888,14041156,3400101,0.1,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full2,beta-Alanine,11.92,45304748,11953489,2960616,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Full3,beta-Alanine,11.92,43390452,16012579,3211402,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half1,beta-Alanine,11.97,19957624,7478216,1463099,-0.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half2,beta-Alanine,11.92,20232618,7174498,1506828,-0.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Poo_Syn_Half3,beta-Alanine,11.89,27472232,8771576,1700652,-0.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_A,beta-Alanine,11.97,33434958,11790951,2030116,-0.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_B,beta-Alanine,11.95,54445540,10046726,2734547,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_25ppt_Blk,beta-Alanine,11.94,2451769,101725,167263,-0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_A,beta-Alanine,11.94,37240736,10965585,2457762,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_B,beta-Alanine,11.92,48036908,14869358,3164007,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_30ppt_Blk,beta-Alanine,11.89,1514298,1394042,126168,-0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_A,beta-Alanine,11.91,56435368,19442616,4628887,-0.3,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_B,beta-Alanine,11.92,49575784,14873524,3926259,-0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_35ppt_Blk,beta-Alanine,11.94,1771264,1850131,148221,-0.4,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_A,beta-Alanine,11.92,52301072,16431819,3884231,-0.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_B,beta-Alanine,11.94,58163332,13403425,4322857,-0.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Smp_40ppt_Blk,beta-Alanine,11.94,1433162,1754147,176505,-0.5,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_1,L-Alanine,11.33,102948824,2321882,6927654,0.2,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix1InH2O_2,L-Alanine,11.21,176264624,5793709,7526094,-0.6,HILIC_Pos_Standards
HILIC_Pos_Standards,240108_Std_4uMStdsMix2InH2O_1,L-Alanine,10.68,298655776,5575702,26364542,0.1,HILIC_Pos_Standards
